0.997113,0.002886944
0.9848547,0.01514529
0.9887446,0.01125542
0.986532,0.01346793
0.9885224,0.01147764
0.9905521,0.009447939
0.9873347,0.01266534
0.9885154,0.01148457
0.9867724,0.0132276
0.9890931,0.01090698
0.9817171,0.01828289
0.9708859,0.02911404
0.9821973,0.01780279
0.9803126,0.0196873
0.9878029,0.01219707
0.9800935,0.01990641
0.9734978,0.02650219
0.98067,0.01933006
0.9797053,0.0202947
0.9867931,0.0132069
0.9843928,0.01560729
0.9883001,0.01169995
0.9868407,0.01315926
0.9765018,0.02349825
0.9829423,0.01705759
0.9853023,0.01469764
0.9942743,0.005725728
0.9922978,0.007702175
0.9917374,0.008262595
0.9885072,0.01149288
0.9865661,0.01343392
0.9831145,0.0168855
0.9891108,0.01088922
0.9933055,0.006694474
0.9889506,0.01104946
0.9874471,0.01255287
0.9872343,0.01276571
0.9857943,0.01420566
0.9937508,0.006249214
0.9866845,0.01331552
0.9647982,0.03520181
0.972669,0.02733102
0.9685881,0.03141199
0.9933383,0.00666168
0.9887906,0.01120933
0.9836304,0.01636958
0.9755653,0.02443473
0.9887927,0.0112073
0.9918861,0.008113896
0.9668975,0.03310258
0.9967025,0.003297447
0.9926657,0.007334264
0.9487706,0.05122939
0.9868233,0.01317671
0.9934146,0.006585378
0.9852065,0.01479341
0.9825209,0.01747913
0.9824568,0.01754319
0.9830444,0.01695556
0.9858302,0.01416981
0.9863657,0.01363437
0.998471,0.001528974
0.9830088,0.0169912
0.9844368,0.01556327
0.9783544,0.02164569
0.992623,0.007377047
0.9914278,0.008572297
0.9909474,0.009052526
0.9877985,0.01220149
0.9888419,0.01115803
0.994576,0.005423979
0.9895986,0.0104014
0.9890976,0.01090237
0.9901407,0.00985926
0.9896394,0.01036064
0.9881724,0.01182767
0.9861289,0.01387113
0.9728421,0.02715794
0.9923383,0.007661697
0.9877136,0.01228637
0.9840773,0.01592264
0.9870679,0.01293215
0.9930005,0.006999482
0.9922477,0.007752249
0.9912236,0.008776454
0.9932041,0.006795884
0.9756691,0.02433092
0.9902945,0.009705543
0.9879047,0.01209528
0.993104,0.006895891
0.9909585,0.009041583
0.9853227,0.01467733
0.9921969,0.00780312
0.986666,0.01333398
0.9855756,0.01442441
0.9908102,0.009189881
0.9899816,0.01001841
0.9745221,0.02547793
0.988031,0.01196903
0.9849445,0.01505542
0.9968087,0.003191268
0.9823936,0.01760642
0.9891868,0.01081323
0.991435,0.008565038
0.9928127,0.007187327
0.9930647,0.006935294
0.9908936,0.009106341
0.9854379,0.01456215
0.9858456,0.01415447
0.9870849,0.01291502
0.9893995,0.01060053
0.9915519,0.008448184
0.9929712,0.007028815
0.9767179,0.02328214
0.9880375,0.01196254
0.9824136,0.01758637
0.9799598,0.02004022
0.9873484,0.01265161
0.9903541,0.009645889
0.9579443,0.04205575
0.9853685,0.0146315
0.9947087,0.005291283
0.9604598,0.03954021
0.989139,0.01086099
0.9857584,0.01424161
0.9941072,0.005892806
0.9977192,0.002280691
0.9892389,0.01076112
0.9862627,0.01373736
0.9853527,0.01464735
0.989175,0.01082498
0.9910444,0.008955586
0.9848793,0.01512073
0.9897476,0.01025232
0.982546,0.01745399
0.9832336,0.01676636
0.9975068,0.002493182
0.9953195,0.0046804
0.9802679,0.01973211
0.990364,0.009635982
0.990516,0.009483994
0.9873125,0.01268749
0.9917937,0.00820627
0.9913662,0.008633723
0.9871742,0.01282585
0.9852164,0.01478363
0.9946213,0.005378731
0.9911065,0.008893502
0.984768,0.01523202
0.9929503,0.007049719
0.9910768,0.008923141
0.9897866,0.01021337
0.9854589,0.01454114
0.9821503,0.01784981
0.9910828,0.008917206
0.9856517,0.01434825
0.990001,0.00999906
0.9783161,0.02168385
0.9851754,0.01482458
0.9785544,0.02144561
0.9891028,0.01089711
0.9898964,0.01010352
0.9869394,0.01306055
0.9839024,0.01609764
0.9946632,0.005336772
0.9872035,0.01279652
0.9829884,0.0170116
0.9858004,0.01419968
0.9935942,0.006405778
0.994439,0.005560997
0.9886017,0.01139827
0.9871966,0.01280346
0.9916312,0.008368796
0.9863976,0.0136024
0.9792291,0.02077094
0.9886051,0.01139484
0.9916469,0.008353108
0.9915998,0.008400259
0.9914536,0.008546399
0.9710082,0.0289918
0.9762455,0.02375449
0.9970294,0.00297053
0.9883437,0.01165628
0.984475,0.01552498
0.9934841,0.006515868
0.9873003,0.01269973
0.9916236,0.008376396
0.989177,0.01082302
